Qualidade do Produto;Tempo de Entrega;Qualidade da Loja;Comentário do Cliente;Nome da Loja;Nicho;Cidade
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
3.0;5.0;4.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
3.0;3.0;4.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
4.0;4.0;4.0;Sem comentário;N. G. Sabor do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
4.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
4.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;1.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
4.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;4.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;4.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;2.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Totalmente excelente!;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
4.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;4.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Ótimo açaí.;Ponto do Açaí;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Conveniência 24 horas;Comércio;Cametá
2.0;2.0;2.0;Sem comentário;Conveniência 24 horas;Comércio;Cametá
5.0;5.0;5.0;Sem comentário;Open Lanches;Salgados;Oeiras
5.0;5.0;5.0;Sem comentário;Open Lanches;Salgados;Oeiras
5.0;5.0;5.0;Sem comentário;Open Lanches;Salgados;Oeiras
5.0;5.0;5.0;Entrega super rápida e produto de ótima qualidade. Adorei.;Leônidas Churras;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Leônidas Churras;Restaurante;Cametá
1.0;1.0;1.0;Sem comentário;Leônidas Churras;Restaurante;Cametá
4.0;5.0;4.0;Sem comentário;Leônidas Churras;Restaurante;Cametá
5.0;5.0;5.0;Comida deliciosa, tudo perfeito, ótimo atendimento!! Super recomendo;Dona Lucy;Restaurante;Cametá
3.0;3.0;3.0;Sem comentário;Dona Lucy;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Dona Lucy;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Dona Lucy;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Dona Lucy;Restaurante;Cametá
4.0;3.0;3.0;Sem comentário;Dona Lucy;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Dona Lucy;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Dona Lucy;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Açaí Benção de Deus;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Açaí Benção de Deus;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Açaí Benção de Deus;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Açaí Benção de Deus;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Açaí Benção de Deus;Açaí;Oeiras
5.0;5.0;4.0;Sem comentário;Açaí Benção de Deus;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;4.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;excelente atendimento e ótimo hambúrguer;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;muito bom!;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;excelente, saboroso, ótimo tempo de entrega.;Monster Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
1.0;1.0;1.0;horrivel, tudo queimado, sem nada de recheio, só um pedaço de carne e um de presunto..... péssimo;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Excelente.;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;excelente;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
4.0;3.0;4.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
4.0;4.0;4.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;2.0;4.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Monster Burguer;Lanches;Cametá
4.0;4.0;4.0;Sem comentário;Monster Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;5.0;Sem comentário;Mac Lanches;Lanches;Oeiras
5.0;5.0;4.0;Sem comentário;Açaí do Markola;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Açaí do Markola;Açaí;Oeiras
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;muito bom e rápida entrega ☺️;Impérius Burguer II;Lanches;Cametá
4.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;2.0;3.0;Ótimo lanche. Mas o atendimento e entrega deixam a desejar. Demoram muito para responder e entregar. E quem me atendeu nem sabia que meu lanche já tinha saído p entrega e deu a desculpa que estava aguardando o entregador chegar. Mas já estava muito atrasado.;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Surper recomendo... muito bom, sem contar a entrega surper rápida!😍;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;muito sastifeita❤️;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
1.0;1.0;1.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
1.0;1.0;1.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;excelente, recomendo!;Impérius Burguer II;Lanches;Cametá
5.0;1.0;1.0;Sem comentário;Impérius Burguer II;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Produto de ótima qualidade.;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;2.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;3.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Excelente,  estava muito bom;Dorcas Salgados;Salgados;Cametá
5.0;1.0;1.0;faltou meu refri. Mais o lanche veio certinho;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;3.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;1.0;3.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;só o beijinho que é meio duro, ele é um duro;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;entrega rápida e os salgados tavam muito bons ❤️;Dorcas Salgados;Salgados;Cametá
1.0;1.0;1.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
1.0;1.0;1.0;não recebi o pedido;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
1.0;1.0;1.0;o entregador combrou na entrega...q já tinha sido pago no pix, como faço...quero ressarcimento do valor.;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;3.0;5.0;Tudo gostoso;Dorcas Salgados;Salgados;Cametá
1.0;1.0;1.0;Aguardando as empadas que não veio.;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
3.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;1.0;1.0;ossa que salgados delicioso, nossa sem palavras perfeito... super recomendo 😃;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;4.0;4.0;Em suma é ótimo.;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;3.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
4.0;5.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
1.0;1.0;1.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;1.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
4.0;4.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;4.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
4.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
1.0;1.0;1.0;bom dia, meu pix do troço que faltou brasfarmavendas@gmail.com;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Salgados deliciosos!!!;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
4.0;4.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
4.0;4.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
4.0;4.0;4.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;3.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Dorcas Salgados;Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Mix Bebidas Cametá;Bebidas;Cametá
5.0;5.0;5.0;adorei, perfeitooo;Mtacos Pereira;Tacos;Cametá
5.0;5.0;5.0;Sem comentário;Mtacos Pereira;Tacos;Cametá
5.0;5.0;5.0;Sem comentário;Mtacos Pereira;Tacos;Cametá
5.0;5.0;5.0;Sem comentário;Ki Galeto ;Restaurante;Oeiras
5.0;5.0;5.0;Sem comentário;Ki Galeto Ofc;Restaurante;Oeiras
5.0;5.0;5.0;entregas super rápida , recomendo muitoooo;Distribuidora Black Beer;Bebidas;Oeiras
5.0;5.0;4.0;entrega muito rápida,  super qualidade;Distribuidora Black Beer;Bebidas;Oeiras
4.0;5.0;5.0;Sem comentário;Hora Extra Delivery;Salgados/Doces;Cametá
5.0;5.0;5.0;Sem comentário;Hora Extra Delivery;Salgados/Doces;Cametá
5.0;5.0;5.0;os salgados tavam muito bons, e bolo tbm 😋 foi entregue rápido e tudo certinho.;Hora Extra Delivery;Salgados/Doces;Cametá
5.0;5.0;5.0;Sem comentário;Hora Extra Delivery;Salgados/Doces;Cametá
3.0;3.0;3.0;Sem comentário;Hora Extra Delivery;Salgados/Doces;Cametá
5.0;1.0;1.0;super deliciosa, cremosa leve suculenta perfeita ! vale a pena 😋😍;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;perfeito;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Muito boa a lasanha, quente e saborosa, comprarei mais vezes! amei e indico muito!;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;quentinha e saborosa 😋;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;eu amei❤️❤️❤️;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;muito bom;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;muito bom!!;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
4.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
4.0;4.0;4.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Lasanha mais top que já provei. Além do sabor excepcional, fiquei impressionado com a quantidade generosa de recheio em cada porção. A entrega foi rápida e o pacote veio bem embalado, garantindo que a lasanha chegasse quentinha e pronta para ser saboreada. A embalagem também era prática, permitindo que eu desfrutasse da lasanha sem sujeira ou dificuldades. Com certeza voltarei a pedir.;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;2.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Muito saborosa!!!;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;3.0;4.0;Sem comentário;Lasanha na Marmita Bon Appétti;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;o melhor da cidade ❤️❤️;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Cabanos Beer;Bebidas;Cametá
